measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Chronic obstructive pulmonary disease,Number,1991,91602.93922585345,102892.26844753636,74107.10381079931
DALYs (Disability-Adjusted Life Years),Global,Male,0-6 days,Chronic obstructive pulmonary disease,Number,1993,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,0-6 days,Chronic obstructive pulmonary disease,Number,1993,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,7-27 days,Chronic obstructive pulmonary disease,Number,1993,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,7-27 days,Chronic obstructive pulmonary disease,Number,1993,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,28-364 days,Chronic obstructive pulmonary disease,Number,1993,612.7946772511511,756.2187960295512,446.1365555401538
DALYs (Disability-Adjusted Life Years),Global,Female,28-364 days,Chronic obstructive pulmonary disease,Number,1993,679.3612625500975,840.609382070651,501.8261309111663
DALYs (Disability-Adjusted Life Years),Global,Male,1-4 years,Chronic obstructive pulmonary disease,Number,1993,145434.9332515061,308799.28374822385,103509.72591395525
DALYs (Disability-Adjusted Life Years),Global,Female,1-4 years,Chronic obstructive pulmonary disease,Number,1993,182332.99998329117,317608.0094568738,65420.78727863255
DALYs (Disability-Adjusted Life Years),Global,Male,5-9 years,Chronic obstructive pulmonary disease,Number,1993,85458.26053409798,100885.89426940242,72989.78282562621
DALYs (Disability-Adjusted Life Years),Global,Female,5-9 years,Chronic obstructive pulmonary disease,Number,1993,84155.81672495118,103809.01411781066,62899.441078905285
DALYs (Disability-Adjusted Life Years),Global,Male,10-14 years,Chronic obstructive pulmonary disease,Number,1993,91790.229208871,105244.73639891708,77356.22466645077
DALYs (Disability-Adjusted Life Years),Global,Female,10-14 years,Chronic obstructive pulmonary disease,Number,1993,95465.19771488466,110564.64624652492,79458.36838624411
DALYs (Disability-Adjusted Life Years),Global,Male,15-19 years,Chronic obstructive pulmonary disease,Number,1993,195387.14180447898,221790.17538937635,169956.68632793697
DALYs (Disability-Adjusted Life Years),Global,Female,15-19 years,Chronic obstructive pulmonary disease,Number,1993,183343.91973950103,213810.2389486208,145907.00596056617
DALYs (Disability-Adjusted Life Years),Global,Male,20-24 years,Chronic obstructive pulmonary disease,Number,1993,275484.5128137917,308838.57425680646,240770.44876048353
DALYs (Disability-Adjusted Life Years),Global,Female,20-24 years,Chronic obstructive pulmonary disease,Number,1993,263149.2778006537,306373.8778324803,212175.95808150785
DALYs (Disability-Adjusted Life Years),Global,Male,25-29 years,Chronic obstructive pulmonary disease,Number,1993,333472.064650612,374797.2810035796,293697.8122494088
DALYs (Disability-Adjusted Life Years),Global,Female,25-29 years,Chronic obstructive pulmonary disease,Number,1993,332146.66209150036,384207.9874838367,267351.7909488873
DALYs (Disability-Adjusted Life Years),Global,Male,30-34 years,Chronic obstructive pulmonary disease,Number,1993,411692.5719399545,459426.75382240495,360520.0662521962
DALYs (Disability-Adjusted Life Years),Global,Female,30-34 years,Chronic obstructive pulmonary disease,Number,1993,380570.520564843,442735.81744696735,309405.6396053158
DALYs (Disability-Adjusted Life Years),Global,Male,35-39 years,Chronic obstructive pulmonary disease,Number,1993,534343.70241729,597015.2636753361,471999.36076017364
DALYs (Disability-Adjusted Life Years),Global,Female,35-39 years,Chronic obstructive pulmonary disease,Number,1993,470575.6856765179,549269.103987289,374812.672830394
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Chronic obstructive pulmonary disease,Number,1993,828850.9680860587,925321.8476710786,723972.2889617508
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Chronic obstructive pulmonary disease,Number,1993,609894.5961269523,712109.1448780054,481327.6344234644
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Chronic obstructive pulmonary disease,Number,1993,1233393.7350599137,1390163.4389907524,1069856.876437494
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Chronic obstructive pulmonary disease,Number,1993,834746.9755564848,973194.417474748,661206.7782583282
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Chronic obstructive pulmonary disease,Number,1993,2139570.179773267,2374236.833928388,1843738.7059394997
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Chronic obstructive pulmonary disease,Number,1993,1334983.7598821796,1556914.4161100674,1003389.3422997071
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic obstructive pulmonary disease,Number,1993,3242293.6463244427,3584461.9364669668,2767276.957482594
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic obstructive pulmonary disease,Number,1993,1943632.4444694559,2249631.2677772306,1469433.798665869
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Chronic obstructive pulmonary disease,Number,1993,5013291.568242584,5502760.572561796,4310472.876099075
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Chronic obstructive pulmonary disease,Number,1993,2936691.9251316264,3343571.5328882257,2214386.537485096
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Chronic obstructive pulmonary disease,Number,1993,5730750.125457582,6238084.833646354,4947779.40650435
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Chronic obstructive pulmonary disease,Number,1993,3667075.3049232136,4092609.129044518,2873980.810327478
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Chronic obstructive pulmonary disease,Number,1993,5982809.862716222,6491220.087781142,5207736.6668674685
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Chronic obstructive pulmonary disease,Number,1993,4403809.497901323,4896669.441259655,3390867.287093861
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Chronic obstructive pulmonary disease,Number,1993,4619104.140078384,4982700.355288256,4129041.556274081
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Chronic obstructive pulmonary disease,Number,1993,3951127.688949611,4378788.528879632,3011713.7321981364
DALYs (Disability-Adjusted Life Years),Global,Male,80-84,Chronic obstructive pulmonary disease,Number,1993,3049220.955732027,3271119.560618209,2714141.5262652817
DALYs (Disability-Adjusted Life Years),Global,Female,80-84,Chronic obstructive pulmonary disease,Number,1993,3027476.216891085,3328424.9923435175,2421593.628841982
DALYs (Disability-Adjusted Life Years),Global,Male,85-89,Chronic obstructive pulmonary disease,Number,1993,1281621.8330934977,1366826.7599695465,1143855.592686261
DALYs (Disability-Adjusted Life Years),Global,Female,85-89,Chronic obstructive pulmonary disease,Number,1993,1510275.8114783987,1665636.1945012293,1211048.3585915344
DALYs (Disability-Adjusted Life Years),Global,Male,90-94,Chronic obstructive pulmonary disease,Number,1993,282426.97648869787,303142.8651673973,247175.05532058296
DALYs (Disability-Adjusted Life Years),Global,Female,90-94,Chronic obstructive pulmonary disease,Number,1993,459380.04720715113,508341.87397445034,371080.7387347821
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Chronic obstructive pulmonary disease,Number,1993,47954.38248416442,52167.256042141715,41145.21833528525
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Chronic obstructive pulmonary disease,Number,1993,101632.10343670791,113854.66218231659,82154.7268796624
DALYs (Disability-Adjusted Life Years),Global,Male,0-6 days,Chronic obstructive pulmonary disease,Number,1996,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,0-6 days,Chronic obstructive pulmonary disease,Number,1996,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,7-27 days,Chronic obstructive pulmonary disease,Number,1996,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,7-27 days,Chronic obstructive pulmonary disease,Number,1996,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,28-364 days,Chronic obstructive pulmonary disease,Number,1996,619.0641053690771,762.0451340279894,450.6784387152169
DALYs (Disability-Adjusted Life Years),Global,Female,28-364 days,Chronic obstructive pulmonary disease,Number,1996,676.6525728388373,837.7921982541852,500.9121887592101
DALYs (Disability-Adjusted Life Years),Global,Male,1-4 years,Chronic obstructive pulmonary disease,Number,1996,120178.91001698318,251372.22024414773,85764.09580721041
DALYs (Disability-Adjusted Life Years),Global,Female,1-4 years,Chronic obstructive pulmonary disease,Number,1996,155733.22735164902,272845.96615028626,63622.47947561061
DALYs (Disability-Adjusted Life Years),Global,Male,5-9 years,Chronic obstructive pulmonary disease,Number,1996,82186.23470963961,95796.27972925034,69941.21475814575
DALYs (Disability-Adjusted Life Years),Global,Female,5-9 years,Chronic obstructive pulmonary disease,Number,1996,84668.68403463517,101890.71311928242,64895.03066069809
DALYs (Disability-Adjusted Life Years),Global,Male,10-14 years,Chronic obstructive pulmonary disease,Number,1996,95554.09755223097,109035.88762532074,80433.7140926185
DALYs (Disability-Adjusted Life Years),Global,Female,10-14 years,Chronic obstructive pulmonary disease,Number,1996,100302.45262040017,116095.95936964093,83571.92845092827
DALYs (Disability-Adjusted Life Years),Global,Male,15-19 years,Chronic obstructive pulmonary disease,Number,1996,189913.17634091814,216130.6983071535,166585.0884709296
DALYs (Disability-Adjusted Life Years),Global,Female,15-19 years,Chronic obstructive pulmonary disease,Number,1996,179336.0245173116,208463.51749507058,145424.8834427801
DALYs (Disability-Adjusted Life Years),Global,Male,20-24 years,Chronic obstructive pulmonary disease,Number,1996,268139.48879436625,299270.7257829974,237921.03412920973
DALYs (Disability-Adjusted Life Years),Global,Female,20-24 years,Chronic obstructive pulmonary disease,Number,1996,266274.4975718734,306859.7425315802,215868.35257428538
DALYs (Disability-Adjusted Life Years),Global,Male,25-29 years,Chronic obstructive pulmonary disease,Number,1996,345773.07484922657,385659.9860694496,306654.98446684284
DALYs (Disability-Adjusted Life Years),Global,Female,25-29 years,Chronic obstructive pulmonary disease,Number,1996,359822.6246724339,413498.2009641678,289475.9191051347
DALYs (Disability-Adjusted Life Years),Global,Male,30-34 years,Chronic obstructive pulmonary disease,Number,1996,455252.7338151828,506905.00394130545,404132.46285441937
DALYs (Disability-Adjusted Life Years),Global,Female,30-34 years,Chronic obstructive pulmonary disease,Number,1996,456014.3713720943,525031.856017113,365166.0982639662
DALYs (Disability-Adjusted Life Years),Global,Male,35-39 years,Chronic obstructive pulmonary disease,Number,1996,529201.4012223904,591727.4939048463,472524.2773614607
DALYs (Disability-Adjusted Life Years),Global,Female,35-39 years,Chronic obstructive pulmonary disease,Number,1996,453922.8399207311,524517.8381720823,369787.673880039
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Chronic obstructive pulmonary disease,Number,1996,875042.1599382741,971322.7233963151,776787.0209355346
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Chronic obstructive pulmonary disease,Number,1996,640170.3647356458,737179.3676385719,515089.5397926541
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Chronic obstructive pulmonary disease,Number,1996,1314761.7954272795,1458575.132003676,1160291.194657132
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Chronic obstructive pulmonary disease,Number,1996,954587.5500071704,1100313.5265990563,751011.059875974
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Chronic obstructive pulmonary disease,Number,1996,2086516.2893790356,2305386.857831917,1820840.4162268785
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Chronic obstructive pulmonary disease,Number,1996,1332201.8372690233,1543947.8536310322,1037026.9099413224
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic obstructive pulmonary disease,Number,1996,3120128.2556397635,3407704.119578007,2731494.3601035625
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic obstructive pulmonary disease,Number,1996,1799565.1747476514,2070756.1528021265,1424585.0124437488
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Chronic obstructive pulmonary disease,Number,1996,4874573.92127048,5294605.885099837,4178641.3033012617
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Chronic obstructive pulmonary disease,Number,1996,2863359.89726162,3223209.5276105274,2232402.3178209346
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Chronic obstructive pulmonary disease,Number,1996,5961551.342584162,6427015.022223158,5286326.849828837
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Chronic obstructive pulmonary disease,Number,1996,3624750.6171259,4015649.8481484572,2874432.129331855
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Chronic obstructive pulmonary disease,Number,1996,6375452.956308351,6850071.8792803,5606161.910017485
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Chronic obstructive pulmonary disease,Number,1996,4487427.378081315,4952193.813576211,3493928.1876451587
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Chronic obstructive pulmonary disease,Number,1996,4857967.756157004,5180192.8431565575,4333618.865159259
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Chronic obstructive pulmonary disease,Number,1996,3962217.8745437004,4358549.634994311,3022150.3204994993
DALYs (Disability-Adjusted Life Years),Global,Male,80-84,Chronic obstructive pulmonary disease,Number,1996,3213258.4886298017,3409420.4213002664,2853185.8438604046
DALYs (Disability-Adjusted Life Years),Global,Female,80-84,Chronic obstructive pulmonary disease,Number,1996,3084398.395749265,3373788.1512861177,2469781.849966308
DALYs (Disability-Adjusted Life Years),Global,Male,85-89,Chronic obstructive pulmonary disease,Number,1996,1421206.5567957314,1507750.5335562357,1262832.0998719514
DALYs (Disability-Adjusted Life Years),Global,Female,85-89,Chronic obstructive pulmonary disease,Number,1996,1634263.2865263328,1790161.484853616,1313223.1352145576
DALYs (Disability-Adjusted Life Years),Global,Male,90-94,Chronic obstructive pulmonary disease,Number,1996,337232.5725926418,359836.408112789,293503.59095700656
DALYs (Disability-Adjusted Life Years),Global,Female,90-94,Chronic obstructive pulmonary disease,Number,1996,544578.2548788885,597548.3939705063,440143.54204469896
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Chronic obstructive pulmonary disease,Number,1996,57158.11823674933,62149.58345021427,48880.07304615435
